mean,median,lower_0025,upper_0975,mean_wql
[0.10322589 0.10111873 0.10837811 ... 0.28769752 0.32590203 0.28240966],[0.08259994 0.10826764 0.10865842 ... 0.29495362 0.33650146 0.29219207],[0.00710909 0.06886372 0.04602194 ... 0.12656503 0.18227728 0.11698544],[0.26948798 0.23720036 0.28617453 ... 0.47169444 0.46164185 0.4191685 ],0.12808194165105172
[0.02123587 0.05517027 0.05368109 ... 0.28055716 0.34907973 0.28635246],[0.02016956 0.05546139 0.05415164 ... 0.29341625 0.3456479  0.28945483],[0.02992372 0.11360473 0.15728051 ... 0.12568867 0.20431861 0.14218457],[0.08122879 0.01103255 0.03611631 ... 0.46535999 0.53994413 0.4322815 ],0.12857489259221533
[0.13386535 0.11500202 0.15135923 ... 0.29713679 0.3395639  0.28224758],[0.13479411 0.11584238 0.15216649 ... 0.29571337 0.34668896 0.28689385],[0.15658791 0.14312589 0.17763476 ... 0.12310816 0.18071543 0.12875506],[0.10582573 0.08840204 0.11711925 ... 0.55694827 0.46146078 0.43278215],0.12840379028052437
[0.01713157 0.00936254 0.0126717  ... 0.27873276 0.33596318 0.27744602],[0.0161188  0.00870605 0.01458681 ... 0.28583528 0.34336743 0.28540189],[0.04676965 0.02227353 0.01220275 ... 0.14755199 0.2007464  0.09374399],[0.00648943 0.04388947 0.03773842 ... 0.37572203 0.47081931 0.43001387],0.12837957026714175
[0.08557435 0.02653436 0.05012386 ... 0.29002004 0.33881093 0.28611497],[0.08959158 0.02402607 0.03785326 ... 0.29679876 0.34378273 0.28908715],[0.20542043 0.19688135 0.06988966 ... 0.09245461 0.18924929 0.12676029],[0.04659946 0.15844598 0.28610433 ... 0.43576621 0.49929431 0.41067053],0.1282680896334237
[0.0365083  0.0726411  0.00428177 ... 0.29219171 0.33518075 0.27850764],[0.03735639 0.07232732 0.00685286 ... 0.29324412 0.34052386 0.28761049],[0.08134247 0.13714099 0.06985587 ... 0.12967981 0.12180648 0.10427671],[0.004243   0.01379647 0.09009305 ... 0.47507215 0.52714639 0.47634569],0.12853031487236144
[0.05543791 0.05217695 0.11345556 ... 0.29454686 0.33894517 0.28105861],[0.05812767 0.0574935  0.0474083  ... 0.29639949 0.34017744 0.28674043],[0.05732823 0.15198651 0.13666918 ... 0.16302215 0.196202   0.11349766],[0.17437301 0.25324947 0.59429138 ... 0.45720272 0.52809385 0.38079443],0.12843244105792403
[0.12814541 0.13237851 0.09370995 ... 0.27771545 0.33673324 0.2730145 ],[0.12732041 0.13406402 0.09501062 ... 0.2896415  0.3455579  0.28600099],[0.05616601 0.03192296 0.04596631 ... 0.16664571 0.19918868 0.12066991],[0.19948216 0.21291363 0.20317821 ... 0.3865802  0.43691625 0.41727173],0.12839961845753584
[0.0025021  0.02092619 0.01112071 ... 0.28421122 0.34872678 0.29185888],[0.0059264  0.02024882 0.01064034 ... 0.29435123 0.34587209 0.29011409],[0.07217419 0.07040471 0.11432337 ... 0.14299552 0.18584256 0.10982434],[0.064846   0.10881106 0.12956718 ... 0.40072165 0.59476592 0.42116923],0.12827571175611496
[0.03071715 0.02551977 0.02596144 ... 0.29421981 0.33406257 0.26943788],[0.03071583 0.02632913 0.02310111 ... 0.29559321 0.34076363 0.28514223],[0.04528271 0.04305512 0.05528667 ... 0.16631503 0.17080106 0.10013975],[0.01229047 0.00158122 0.00160081 ... 0.51332322 0.45883474 0.40148965],0.12849588544962479
[0.09152071 0.11859666 0.14020961 ... 0.28356119 0.32922913 0.27708244],[0.09280893 0.11339417 0.13334095 ... 0.28822648 0.34340891 0.28841466],[0.03859129 0.04010591 0.03048509 ... 0.17003749 0.15827961 0.12904152],[0.14896167 0.25092068 0.24941207 ... 0.4827518  0.4858698  0.39437097],0.12842590509947652
