mean,median,lower_0025,upper_0975,mean_wql
"[4.77776335e-06 7.22428998e-04 6.67961226e-02 ... 1.22251634e-01
 4.80230338e-01 3.02285653e-01]",[0.00933736 0.0006222  0.0480839  ... 0.14250967 0.27395069 0.28065063],[0.12362389 0.25861791 0.27221607 ... 0.91420209 0.18422962 0.56574756],[0.11602604 0.24017559 0.37992123 ... 0.7939075  0.95087492 1.08643323],0.14561448911385882
[0.04640976 0.0373516  0.00786245 ... 0.18286058 0.29896466 0.24145268],[0.03997828 0.04034664 0.02744291 ... 0.17274121 0.2355324  0.24819584],[0.08433429 0.25241208 0.22522892 ... 0.45413328 0.64630589 0.66193495],[0.24824632 0.2331946  0.32268218 ... 1.04405363 1.10347827 1.05795277],0.1446741526014048
[0.00210464 0.03787887 0.04016278 ... 0.18231855 0.24054687 0.36086464],[0.01540319 0.04846419 0.03411017 ... 0.20206842 0.2410365  0.31394348],[0.20060698 0.16622375 0.17684747 ... 0.47074606 0.54658167 0.69052876],[0.15878315 0.13124107 0.23585071 ... 0.87276691 1.29481234 1.46998713],0.1449435195370585
[0.08834108 0.08529404 0.10216511 ... 0.16936727 0.28806373 0.31389025],[0.08006877 0.09129982 0.11148885 ... 0.18816862 0.25128292 0.31122629],[0.0094985  0.11964219 0.10284819 ... 0.63996679 0.74398532 0.38064451],[0.20009716 0.25662507 0.27618078 ... 0.93830456 1.46799991 1.07205072],0.1447641176928252
[0.01440622 0.00952074 0.04302905 ... 0.21075428 0.2134764  0.27440182],[0.01574776 0.01651126 0.0471805  ... 0.1747497  0.24053555 0.28819196],[0.0927667  0.11304156 0.09736295 ... 0.54670279 0.86457875 0.54688012],[0.0603821  0.11846485 0.19471213 ... 0.98981044 0.93620695 1.1250698 ],0.1437490196586405
[0.12766558 0.09079472 0.08860664 ... 0.2555688  0.26074251 0.27696845],[0.12515434 0.08960646 0.08217896 ... 0.16618394 0.25188113 0.28660349],[0.00211116 0.07433392 0.06254703 ... 0.43617076 0.3088655  0.55565943],[0.2590588  0.19233746 0.26705825 ... 1.13282169 1.30992278 1.27073665],0.14470253217164444
[0.01463947 0.09179498 0.2251729  ... 0.16581089 0.14702196 0.33553104],[0.01485074 0.09389224 0.24719576 ... 0.15060096 0.20989154 0.31463052],[0.10340411 0.08052554 0.03463425 ... 0.59568217 1.13898078 0.5726395 ],[0.07585979 0.27083094 0.46336489 ... 0.88040115 1.17053599 1.55733654],0.13582698637461008
[0.00048523 0.04038095 0.14338392 ... 0.19311451 0.27190572 0.31738042],[0.00440808 0.04572029 0.14199345 ... 0.18834702 0.24737808 0.28708393],[0.09480708 0.17044313 0.12557577 ... 0.5250796  0.47209192 0.49045039],[0.09307008 0.18545495 0.40925701 ... 1.38797724 1.0270348  1.35970933],0.13492605657999557
[0.20205335 0.31518255 0.15532493 ... 0.19836295 0.25377922 0.27698779],[0.2083814  0.24136001 0.16784868 ... 0.17234563 0.23605621 0.31364724],[0.14219676 0.06355164 0.2567879  ... 0.55094731 0.50483285 0.95725483],[0.53094904 0.55737424 0.55130394 ... 1.05642473 0.97734316 1.20369912],0.13440189830932425
[0.04725532 0.01778525 0.01485289 ... 0.19160837 0.23782773 0.30592264],[0.04503005 0.01143689 0.01062403 ... 0.18143554 0.23340988 0.27355573],[0.17114151 0.19035946 0.24120592 ... 0.53460875 0.44832879 0.53750656],[0.0334747  0.09403877 0.11532497 ... 0.86825646 1.00076184 1.12969751],0.1347406859987882
[0.04784372 0.10281089 0.07753672 ... 0.17482054 0.32496593 0.28362698],[0.04407019 0.10738242 0.07762298 ... 0.18464487 0.26593378 0.26556831],[0.15224779 0.21346268 0.22271895 ... 0.52246102 0.35088646 0.90146669],[0.03376632 0.06562336 0.05084746 ... 0.86216008 1.51400969 1.4028501 ],0.1369869615979348
