mean,median,lower_0025,upper_0975,mean_wql
[0.2685242  0.37492933 0.31459213 ... 0.30541131 0.23712551 0.19246064],[0.08298673 0.40990456 0.36953698 ... 0.38404465 0.23321939 0.24772243],[0.03859347 0.12027476 0.15865395 ... 0.44809734 0.33461837 0.29275463],[0.9289711  1.10140194 0.92539952 ... 0.75154493 0.87712106 0.85076376],0.10524743914389746
[0.08107288 0.17884721 0.15272944 ... 0.25771145 0.24432238 0.17891534],[0.08178426 0.15785905 0.13636428 ... 0.34867954 0.28552143 0.2140303 ],[0.17465869 0.04205613 0.10201596 ... 0.38745516 0.59630857 0.4214619 ],[0.56501082 0.46480665 0.57940219 ... 0.75146431 0.82460891 0.92004532],0.1055310293123935
[0.18999952 0.35742724 0.40903372 ... 0.26100874 0.25474952 0.16350464],[0.11467882 0.39820698 0.45664339 ... 0.34315603 0.26147519 0.22168453],[0.09822427 0.01282263 0.02432559 ... 0.36128897 0.38813421 0.38097102],[0.57398084 0.60992829 0.76948743 ... 0.61146223 0.87638638 0.76610325],0.10477902104914204
[0.19680741 0.40858589 0.31553585 ... 0.29782286 0.22259751 0.15105941],[0.0590175  0.41436738 0.35462341 ... 0.38959455 0.22816724 0.19496252],[0.2454727  0.15675619 0.21298087 ... 0.43928015 0.39463472 0.42710939],[0.95825514 1.19254011 0.88532308 ... 0.90112836 0.72867012 0.76700806],0.1042045960026235
[0.3958817  0.20992871 0.26491518 ... 0.29028069 0.22839835 0.18408949],[0.00876824 0.27701901 0.30943306 ... 0.36309306 0.23382586 0.31284858],[0.45879245 0.19659911 0.18409479 ... 0.37628852 0.41313716 0.56690991],[1.61443603 0.92677477 1.44240171 ... 0.90112836 0.87638638 0.91627392],0.10420542043274356
[0.25438936 0.26099566 0.2247215  ... 0.29798    0.22274269 0.19905632],[0.21411706 0.2568302  0.2372458  ... 0.39751249 0.2843069  0.31284858],[0.05878316 0.0546608  0.08916831 ... 0.38949209 0.52971166 0.41725865],[0.84441343 0.87551866 0.78214645 ... 0.90112836 0.87648795 0.77249425],0.10363873643982063
[0.09515237 0.06374757 0.07797527 ... 0.28523677 0.25123726 0.18148327],[0.02088067 0.03845989 0.06393277 ... 0.34608    0.23867832 0.18020056],[0.09983121 0.05058987 0.05383052 ... 0.39606749 0.41903895 0.35259305],[0.48536249 0.30500064 0.42195381 ... 0.90112836 0.72867012 0.91627392],0.10408157702697547
[0.47221361 0.64101834 0.81197059 ... 0.3111081  0.25670084 0.13440225],[0.38405607 0.70598608 0.86625469 ... 0.39243865 0.22873632 0.0866747 ],[0.07045429 0.06289475 0.13487031 ... 0.43658267 0.48713276 0.59998657],[1.13810043 1.19723399 1.39177599 ... 1.09332594 1.01510027 0.93121776],0.10421203251465949
[0.42487918 0.86196607 0.82448206 ... 0.26679032 0.2506502  0.16670769],[0.11998279 0.96342215 0.9603409  ... 0.37974428 0.23899019 0.12742698],[0.21087265 0.11161479 0.18296788 ... 0.52841547 0.47018502 0.53262551],[1.99118786 2.07034252 2.07908292 ... 0.75146431 0.72867012 1.07735246],0.10374771420642143
[0.00286176 0.06256726 0.04003439 ... 0.29511892 0.22526136 0.25516917],[0.01087018 0.07225111 0.04485079 ... 0.39149976 0.23668552 0.31284858],[0.27411924 0.16782093 0.31828946 ... 0.38450506 0.62536279 0.4044373 ],[0.47186003 0.4199968  0.56047324 ... 0.90112836 0.8609503  1.15152939],0.10490285044046546
[0.02319465 0.05293261 0.03877692 ... 0.30564153 0.31751141 0.18463592],[0.01404389 0.03161003 0.03656756 ... 0.38465472 0.28395636 0.17061921],[0.19322854 0.1165447  0.16176995 ... 0.42159446 0.39308061 0.42523943],[0.18790667 0.19795617 0.37086634 ... 0.90209342 0.91491376 1.21798664],0.10487765199531035
[0.00516113 0.05207117 0.05310615 ... 0.34715921 0.24237136 0.23300199],[0.01285311 0.05641654 0.00705102 ... 0.42613321 0.22802175 0.303104  ],[0.13935701 0.20074422 0.22154304 ... 0.30918413 0.41227346 0.46586519],[0.28161871 0.33037916 0.39540168 ... 1.05079219 0.81963795 1.1907916 ],0.10525650056333774
[0.0383782  0.07643212 0.00962364 ... 0.30439954 0.26364413 0.18003585],[0.02541656 0.043101   0.02164207 ... 0.40919717 0.21669532 0.18452057],[0.08384461 0.0641324  0.227706   ... 0.54587696 0.40114878 0.59900328],[0.18504751 0.30976355 0.33672422 ... 1.05218764 0.96021687 1.21798664],0.1050558288427157
[0.01020883 0.00645207 0.03769974 ... 0.30809196 0.27699964 0.19690263],[0.00758701 0.00630371 0.02772287 ... 0.39765255 0.21252653 0.2588429 ],[0.06809596 0.12388584 0.18561787 ... 0.35746274 0.49197181 0.5954066 ],[0.12616271 0.19638663 0.19979444 ... 0.91105684 1.1718189  1.06713007],0.1052342973490684
[0.05043088 0.09231391 0.08735244 ... 0.30036025 0.22929345 0.16434208],[0.04398553 0.07586447 0.07605338 ... 0.41797056 0.21222871 0.14745292],[0.15655694 0.19171788 0.21255381 ... 0.48007766 0.47265985 0.7146874 ],[0.08395291 0.08507528 0.07073875 ... 1.05298583 0.92180477 0.91731972],0.10630957790995271
