mean,median,lower_0025,upper_0975,mean_wql
[0.09938164 0.44302431 0.45585897 ... 0.36345195 0.34455127 0.23575936],[0.0096505  0.38529079 0.43696061 ... 0.41697761 0.31264764 0.22290198],"[7.06541817e-01 1.56714059e-01 1.51603182e-01 ... 2.63455645e-02
 9.04551987e-03 5.44238292e-04]",[1.57801665 1.19771874 1.53384027 ... 0.74728814 0.87101949 0.83023389],0.10610208439079023
[0.06973236 0.01588628 0.07338399 ... 0.36854104 0.36745477 0.19518153],[0.08411972 0.00854511 0.1436764  ... 0.41434244 0.39590643 0.10843103],[0.28365177 0.27663328 0.30737637 ... 0.0052378  0.01275285 0.06615426],[0.36468866 0.39796483 0.78974091 ... 0.90886245 0.86598532 0.69239688],0.10560912481384013
[0.03015012 0.03411671 0.02277422 ... 0.35862888 0.35142809 0.24800632],[0.03687868 0.10535912 0.09697492 ... 0.42413983 0.3654856  0.22290198],[0.22477711 0.29823759 0.2817424  ... 0.01079555 0.02879968 0.02752149],[0.30496791 0.58551946 0.38339177 ... 0.74785583 0.87101949 0.78212721],0.10622670060228388
[0.01898733 0.05211364 0.01612701 ... 0.37846618 0.35177412 0.22756776],[0.02517417 0.0344837  0.00114716 ... 0.39764896 0.39590643 0.22290198],[0.12464087 0.13950946 0.14758641 ... 0.04146981 0.00359743 0.0222487 ],[0.20385136 0.2346712  0.23352327 ... 0.92226098 0.87101949 0.74310185],0.10658078015121532
[0.02652706 0.09595061 0.09085297 ... 0.34008702 0.35953849 0.20987657],[0.04274671 0.07966453 0.05234399 ... 0.32925851 0.33839033 0.1251949 ],[0.16941887 0.01444625 0.00176157 ... 0.0237577  0.01240111 0.03301861],[0.19964219 0.37386391 0.38194534 ... 0.74728814 0.71312398 0.69239688],0.10594559070720093
[0.13684859 0.43369328 0.33112235 ... 0.35935388 0.34509539 0.22419288],[0.20170696 0.40734168 0.35613414 ... 0.35998867 0.34731112 0.09107162],[0.22502036 0.15137035 0.10500497 ... 0.0154618  0.00638662 0.02614871],[0.75365073 0.72728307 0.70098754 ... 0.75014124 0.87101949 0.69239688],0.10615675013154122
[0.18524718 0.32064414 0.26990764 ... 0.37638417 0.35676566 0.26483077],[0.07970641 0.2823281  0.16984274 ... 0.33417949 0.37259623 0.22290198],[0.29936977 0.02184805 0.05085862 ... 0.01971312 0.03218149 0.00716162],[0.86175346 0.8633245  0.79644094 ... 0.75052343 1.03334967 0.84889532],0.106109390431792
[0.08224766 0.21049463 0.17422656 ... 0.35752374 0.37609636 0.24497265],[0.06671503 0.16835493 0.12407182 ... 0.32435402 0.39590643 0.21015221],[0.12598979 0.00789007 0.04126924 ... 0.00120401 0.00932227 0.03859532],[0.40578946 0.65880113 0.83853123 ... 0.90886245 0.87101949 0.80851639],0.1059166184162437
[0.1541111  0.22165465 0.20826868 ... 0.35356447 0.39696631 0.24080489],[0.18057898 0.26169891 0.25537912 ... 0.35512906 0.39590643 0.16324516],[0.06062051 0.1030287  0.08355071 ... 0.01521574 0.00020159 0.05098141],[0.76725459 0.78044624 0.57876755 ... 0.74728814 1.18854662 0.84889532],0.10606614232342423
[0.51642765 0.44988395 0.53116205 ... 0.38328702 0.34840692 0.24637132],[0.52945604 0.47089435 0.60967446 ... 0.42413983 0.39264938 0.22290198],[0.07952227 0.26649669 0.23008666 ... 0.01193971 0.04672969 0.10503449],[1.33983823 1.06327421 1.27840991 ... 0.90886245 0.76847829 0.84970526],0.10602471993688177
[0.33065755 0.53235384 0.44664712 ... 0.36386965 0.35687711 0.21918083],[0.03486725 0.44838472 0.50971276 ... 0.33792699 0.38723424 0.13324834],[0.13416634 0.12563421 0.2156167  ... 0.03846688 0.00352666 0.03986395],[1.23988155 1.59504932 1.26391885 ... 0.90886245 1.0293904  0.84889532],0.10589153710039562
[0.48465949 0.91300582 0.61754885 ... 0.35311954 0.39243393 0.22604217],[0.12800391 1.0735916  0.74876455 ... 0.34953452 0.39590643 0.13637205],[0.28878291 0.31302058 0.43400874 ... 0.03411972 0.00745991 0.03472088],[2.71220762 2.29101594 1.81125613 ... 0.74728814 0.87101949 0.84889532],0.10537558172693631
[0.33059892 0.44491356 0.40097195 ... 0.40533269 0.34393344 0.25067167],[0.16894043 0.48458358 0.16799279 ... 0.42413983 0.36493059 0.2137471 ],[0.58078508 0.09938901 0.17080738 ... 0.029844   0.00206552 0.04862187],[1.2293744  1.22741866 2.43940261 ... 0.92703251 0.71264836 0.84889532],0.1051659250788259
[0.40489827 0.69870177 0.47921321 ... 0.38488421 0.33663698 0.28368223],[0.320975   0.2568302  0.18802713 ... 0.41874164 0.39503781 0.22290198],[0.0082273  0.06714322 0.03440765 ... 0.01625432 0.02324249 0.02925275],[1.41898909 3.05801024 1.00324942 ... 0.90886245 0.71660764 1.00539355],0.10604485641183306
[0.40915977 1.06121316 0.29774409 ... 0.38015528 0.37464728 0.24863333],[0.12130745 0.19742568 0.02734417 ... 0.40685192 0.39590643 0.13353104],[0.03989069 0.00120803 0.00713806 ... 0.06644517 0.00560501 0.03867231],[1.33296405 5.17860951 1.37262228 ... 0.91290181 1.0293904  0.86479999],0.10527859081906721
