mean,median,lower_0025,upper_0975,mean_wql
[0.01691476 0.02098637 0.00406158 ... 0.05189361 0.08517106 0.10539787],[0.02096066 0.01521129 0.02002104 ... 0.09025408 0.08960639 0.08537454],[0.14094275 0.2642106  0.18985686 ... 0.30215683 0.39405589 0.35431417],[0.16593839 0.15741992 0.25553635 ... 0.31768723 0.17097844 0.1002385 ],0.05605719890461821
[0.14876308 0.14008085 0.19776727 ... 0.07640781 0.09146424 0.07771513],[0.15302716 0.12092098 0.18845196 ... 0.09595688 0.09042021 0.08379851],[0.12537206 0.05920937 0.09472365 ... 0.39599659 0.32855849 0.33920349],[0.41242067 0.56850672 0.52353844 ... 0.1698243  0.17597721 0.17752077],0.056515914899796446
[0.02265724 0.02156153 0.07958169 ... 0.10256612 0.09633417 0.05774632],[0.02644329 0.01108256 0.0708806  ... 0.10388764 0.09227925 0.06537922],[0.28170986 0.38045442 0.37357123 ... 0.3368033  0.41201783 0.34260096],[0.26778463 0.26485515 0.5916975  ... 0.10394983 0.17733602 0.18320864],0.05599502118070575
[0.03601864 0.03733612 0.07737256 ... 0.11180025 0.08535621 0.09102319],[0.03067607 0.04300508 0.07140619 ... 0.08673012 0.08976344 0.06467928],[0.08303036 0.21625776 0.33244186 ... 0.35953897 0.29201689 0.48331732],[0.14187496 0.26503636 0.39400677 ... 0.05246798 0.18160314 0.21680053],0.056137550215222855
[0.11705023 0.08438448 0.041474   ... 0.08418846 0.10780559 0.04340439],[0.13381431 0.10709393 0.06980316 ... 0.09124178 0.0982501  0.06017278],[0.15102268 0.58859535 0.86598173 ... 0.28650512 0.36578584 0.37065422],[0.32423184 0.76064244 0.69185804 ... 0.12909272 0.1653116  0.34491624],0.056332785019192984
[0.01735463 0.04149224 0.0453619  ... 0.04490238 0.11458984 0.05679375],[0.01297124 0.03227066 0.03161785 ... 0.08975129 0.10625236 0.06416348],[0.17778027 0.27418792 0.48703306 ... 0.2976967  0.35844377 0.34041954],[0.22782008 0.28208853 0.29274469 ... 0.30555014 0.08179469 0.22382738],0.0561880518519967
[0.11221183 0.09267228 0.1188179  ... 0.07905989 0.0912194  0.06861873],[0.1118786  0.10690657 0.12308158 ... 0.08944774 0.09158538 0.06924726],[0.24026269 0.23195072 0.60693273 ... 0.3209094  0.34484453 0.35390109],[0.01736187 0.21533096 0.49217914 ... 0.18285128 0.11748536 0.11807465],0.05615464137051096
[0.12037513 0.16836437 0.11661964 ... 0.11291295 0.0982393  0.06845518],[0.12267106 0.17579546 0.1519001  ... 0.09576455 0.09027364 0.06515878],[0.27482307 0.37503127 0.44486337 ... 0.55686162 0.31781406 0.47894203],[0.08429232 0.19216161 0.33622721 ... 0.09954151 0.13023393 0.22151433],0.05637392928162663
[0.08470732 0.04439055 0.097219   ... 0.13425674 0.09366848 0.0524085 ],[0.1141212  0.00764571 0.1436764  ... 0.10008383 0.09026017 0.07087899],[0.28730771 0.23538945 0.36957405 ... 0.69541851 0.28861913 0.3187611 ],[0.29692389 0.39796483 0.55638645 ... 0.17230095 0.15426557 0.2730674 ],0.055741752458279475
[0.33250877 0.37953683 0.38732634 ... 0.10202945 0.10467808 0.07724547],[0.2656168  0.32870447 0.31850522 ... 0.09846747 0.09994304 0.07734679],[1.26981558 1.45061488 1.54449331 ... 0.35184805 0.40091014 0.31389626],[0.49842877 0.44447241 0.36441164 ... 0.14090191 0.14368911 0.11606095],0.055848922006641884
