mean,median,lower_0025,upper_0975,mean_wql
[0.08575893 0.0046968  0.16222529 ... 0.27836976 0.35387666 0.28174703],[0.08556493 0.01416869 0.14556736 ... 0.28567918 0.34770156 0.2865292 ],[0.22868255 0.26892946 0.45193062 ... 0.16067519 0.23066448 0.11810431],[0.04738494 0.16881716 0.07028815 ... 0.41629302 0.56123387 0.39679688],0.1355548426487179
[0.07086536 0.21847927 0.27031384 ... 0.24525635 0.29690112 0.23490963],[0.10222194 0.15828812 0.12634529 ... 0.24639279 0.29289939 0.22786331],[0.49219307 0.57044047 0.87456104 ... 0.07797912 0.14279382 0.37792303],[0.46150491 0.29147544 0.34100357 ... 0.61178295 0.7438703  0.70543773],0.13653400514675954
[0.05690312 0.24058639 0.06359426 ... 0.23615278 0.35693065 0.26738073],[0.0967929  0.22702025 0.04943457 ... 0.24098208 0.31363704 0.24870482],[0.32055967 0.15721562 0.24133564 ... 0.24484042 0.06524168 0.1362534 ],[0.5261047  0.68662335 0.56056911 ... 0.61189313 0.94738955 0.85007133],0.13603651348776152
[0.07105796 0.01441158 0.03288793 ... 0.25064195 0.29002589 0.22115845],[0.08288156 0.00840483 0.04499086 ... 0.26400575 0.29720721 0.2260723 ],[0.22505418 0.32532028 0.30637652 ... 0.26449419 0.25079603 0.34034615],[0.09212654 0.20539968 0.31458147 ... 0.66930442 0.75550497 0.72464122],0.1357998079538774
[0.55396612 0.37285009 0.1729627  ... 0.25557266 0.32009793 0.21640508],[0.56366724 0.40677262 0.22210026 ... 0.27178502 0.29014173 0.22133538],[0.85388737 1.47893448 2.53026629 ... 0.33982391 0.20057624 0.27317788],[2.27579873 1.77922244 1.77140462 ... 0.70695867 1.15878023 0.65549922],0.13530868034302698
[0.03198671 0.06130574 0.12404208 ... 0.29190545 0.30451272 0.19667126],[0.0334631  0.06745051 0.11086506 ... 0.26950845 0.31908095 0.23130021],[0.17833842 0.22762529 0.23840823 ... 0.2274995  0.2183769  0.57350683],[0.27796433 0.24930079 0.53081634 ... 0.68716134 1.1095954  0.72428103],0.135774233009473
[0.0077877  0.00501825 0.01453701 ... 0.24227117 0.28332171 0.22169248],[0.00787594 0.00538249 0.00930641 ... 0.26725451 0.27351517 0.23261302],[0.10289447 0.12291983 0.17116941 ... 0.14816782 0.15731266 0.31790705],[0.08983775 0.1364873  0.10882805 ... 0.59280331 0.75676176 0.65963508],0.1344047789372155
[0.20219401 0.08412273 0.08079429 ... 0.24994908 0.25418867 0.22471111],[0.17747896 0.11309418 0.07800317 ... 0.25544303 0.28536566 0.24118025],[1.38812949 1.60473177 1.6271381  ... 0.13690284 0.50641074 0.43101832],[0.82944822 1.50746619 1.47453418 ... 0.70279471 0.89216545 0.7743487 ],0.13437731359356692
[0.00925018 0.08976092 0.1622224  ... 0.24539341 0.27854559 0.21400367],[0.00638354 0.08793732 0.16542175 ... 0.25482845 0.27990069 0.23946596],[0.07947863 0.02708103 0.05064222 ... 0.40790095 0.1199096  0.45299909],[0.10401179 0.20931281 0.37774036 ... 0.70799624 0.71216707 0.75931648],0.1345079583171545
[0.29468219 0.24395199 0.28598608 ... 0.26386456 0.31212663 0.21761059],[0.34439668 0.34291073 0.37819685 ... 0.28949444 0.31164708 0.24449236],[1.53956758 1.63398621 1.47187912 ... 0.34610138 0.15124538 0.42813759],[1.60234324 1.55872829 1.77224662 ... 0.61997451 0.8239375  0.6335454 ],0.13382287992324018
[0.10404129 0.14972606 0.07308487 ... 0.24280338 0.31573992 0.25817188],[0.10979787 0.03137199 0.1209786  ... 0.24230405 0.29992479 0.26488953],[1.56309529 2.35571285 1.84829406 ... 0.25861653 0.09997686 0.19274078],[1.05076707 1.12210746 1.73861533 ... 0.73525807 0.88141299 0.63670427],0.13400103277618175
[0.00314801 0.01800549 0.06290329 ... 0.24412384 0.29913538 0.24218146],[0.00730169 0.02251786 0.06467401 ... 0.26316324 0.31234379 0.21059264],[0.06243496 0.07271985 0.15643677 ... 0.2048179  0.31344965 0.29175292],[0.06870525 0.05339585 0.02576552 ... 0.62204369 0.85548172 0.84483368],0.13376700143559572
[0.29670662 0.29284581 0.52974802 ... 0.23261315 0.31273349 0.2298399 ],[0.35035222 0.36968439 0.61048215 ... 0.27193354 0.32337148 0.21509929],[1.18994703 1.3976135  1.63502369 ... 0.33312626 0.07568165 0.15371344],[1.95802816 1.72522779 2.1983718  ... 0.72996327 0.83039672 0.77193948],0.13312822567015425
[0.07814902 0.0404797  0.07052156 ... 0.22464519 0.27750282 0.20369522],[0.07709123 0.05357709 0.08315458 ... 0.2558919  0.29562365 0.23942513],[0.16616707 0.33231238 0.449819   ... 0.45557942 0.48216047 0.39320577],[0.28773736 0.27941625 0.43278924 ... 0.63527089 0.89359147 0.63564312],0.13319534893350546
[0.02238303 0.037399   0.02222695 ... 0.23395877 0.26010037 0.229358  ],[0.01491953 0.02771483 0.01483369 ... 0.25833399 0.31926592 0.26925618],[0.09756557 0.16803001 0.18141794 ... 0.34264345 0.15466976 0.37210322],[0.1827343  0.2268432  0.26408472 ... 0.66771891 0.83291641 0.73151687],0.1331774971761045
[0.03179176 0.03495046 0.03570578 ... 0.24399154 0.29733381 0.22735289],[0.03272551 0.02770814 0.03034813 ... 0.25138664 0.29201967 0.23619575],[0.06803663 0.17688046 0.25648699 ... 0.14573571 0.14156058 0.19729497],[0.14189786 0.11719527 0.18592812 ... 0.53745756 0.9819862  0.74260786],0.1325203968916936
[0.00450755 0.03118256 0.02651574 ... 0.27533252 0.27370924 0.27635546],[0.0144067  0.01669457 0.03760083 ... 0.24872395 0.27493613 0.265811  ],[0.18134605 0.1207943  0.22108794 ... 0.24968284 0.34355533 0.13388959],[0.18389341 0.30195157 0.20872036 ... 0.96519117 0.8128536  0.86123047],0.13319941360776674
[0.02182416 0.01658064 0.03718134 ... 0.26387758 0.30599301 0.17217425],[0.02474932 0.02229813 0.02589997 ... 0.2803745  0.29863687 0.23919269],[0.09247166 0.12276005 0.31495386 ... 0.23117496 0.12628914 0.33438541],[0.1824221  0.30144509 0.30603044 ... 0.69268456 0.79078648 0.68813566],0.13353227347203675
[0.02557046 0.01248197 0.03851836 ... 0.25002319 0.14128518 0.24601673],[0.02109885 0.04421068 0.09128423 ... 0.27562193 0.32059211 0.22279656],[0.28347432 0.27671797 0.59095948 ... 0.3420374  0.47125465 0.16893526],[0.34490768 0.43699891 0.5040985  ... 0.55053065 0.67559901 0.99080564],0.13312553920914588
[0.05506878 0.01528014 0.10613415 ... 0.24603586 0.32514504 0.16142132],[0.04882302 0.02339393 0.11154889 ... 0.2517475  0.29928611 0.19083554],[0.08053993 0.20697744 0.12784813 ... 0.16337634 0.10109918 0.60961747],[0.24509563 0.18556947 0.27982684 ... 0.58529499 1.09686093 0.55966452],0.13338410226636635
[0.14968754 0.19340542 0.11411896 ... 0.29437794 0.29757113 0.2233139 ],[0.10445785 0.0822029  0.08324562 ... 0.27225268 0.27048058 0.22612179],[1.42877283 1.55365821 1.17521889 ... 0.21373029 0.1394446  0.22768264],[0.77334491 0.58981639 0.73005313 ... 0.69104557 0.68710753 0.57061652],0.13276203246182833
[0.06472214 0.04856966 0.0950721  ... 0.21223395 0.33660644 0.25778492],[0.06488572 0.04979829 0.09736484 ... 0.23446693 0.29081893 0.24459653],[0.17503132 0.23390181 0.36952192 ... 0.22706683 0.20280521 0.17735685],[0.03858178 0.13140418 0.14550958 ... 0.61988661 0.75831276 0.96566818],0.13261727390335926
[0.01105928 0.01289422 0.03866143 ... 0.22664153 0.29677774 0.26521238],[0.01668928 0.01473454 0.03160644 ... 0.26072795 0.33073044 0.26705898],[0.10923111 0.18768892 0.2442653  ... 0.18314358 0.28707022 0.24948337],[0.10241446 0.18387635 0.21720677 ... 0.63765209 0.73900793 0.79774672],0.13283105704360829
[0.00412377 0.00234762 0.0018297  ... 0.35122329 0.27761484 0.22516598],[0.00368503 0.00049579 0.00162823 ... 0.25178227 0.28950803 0.24551026],[0.04678978 0.09720402 0.09110299 ... 0.11404175 0.23443307 0.22175748],[0.05728573 0.06812401 0.11731274 ... 0.68703431 0.69897481 0.62958489],0.1336031563200809
[0.04970921 0.01669777 0.0271084  ... 0.24282309 0.30401607 0.23354002],[0.03405827 0.01398792 0.04557469 ... 0.26428963 0.29205139 0.2498039 ],[0.62023133 0.67159071 0.66819633 ... 0.30507629 0.13658079 0.13974574],[0.42147562 0.55857395 0.59965454 ... 0.76778531 0.87252815 0.62481651],0.13324051647998508
