mean,median,lower_0025,upper_0975,mean_wql
[0.01896434 0.01484392 0.05306006 ... 0.31236274 0.34814687 0.27237033],[0.02152729 0.00265599 0.00942712 ... 0.36495558 0.38385895 0.27937255],[0.25551607 0.27923578 0.50937631 ... 0.38338085 0.29311581 0.24271112],[0.36775065 0.55553022 0.68356864 ... 0.68009514 0.87758631 0.70098978],0.11745423966570098
[0.04218949 0.17332321 0.1359827  ... 0.3192384  0.36513262 0.26131662],[0.00718977 0.17377177 0.15012274 ... 0.36495558 0.38240687 0.28052256],[0.18676331 0.04016899 0.07112104 ... 0.45928359 0.27179449 0.37394664],[0.44148127 0.64879985 0.5811137  ... 0.74399652 0.87795706 0.72194088],0.11726140993354606
[0.00821275 0.0313464  0.02919743 ... 0.3346018  0.32171417 0.27858671],[0.00426945 0.0546978  0.06001545 ... 0.36495558 0.38138039 0.29493292],[0.08333521 0.17690679 0.17826066 ... 0.24368786 0.47156926 0.39769626],[0.12274611 0.14882099 0.24799622 ... 0.88861691 0.87235634 0.66964633],0.11653962122933491
[0.07025833 0.04137098 0.1114237  ... 0.33464366 0.28238634 0.30624547],[0.06934664 0.05106032 0.105661   ... 0.36495558 0.37937656 0.28722589],[0.15949525 0.16793529 0.24790268 ... 0.27061044 0.67600276 0.1363074 ],[0.07499495 0.1721801  0.09827062 ... 0.74079688 0.81142775 0.79726294],0.11685445271301687
[0.01793616 0.02554382 0.0355343  ... 0.36418588 0.36138288 0.28027181],[0.01362333 0.0147283  0.0140932  ... 0.38551876 0.37938973 0.28597945],[0.08679634 0.02730124 0.03302461 ... 0.32819482 0.23480974 0.32118203],[0.07258064 0.09880259 0.10212133 ... 1.06250602 0.88253978 0.71465971],0.11735372060812102
[0.00244558 0.06446455 0.05833876 ... 0.30690021 0.36417271 0.25913587],[0.02057873 0.03361649 0.0889581  ... 0.36495558 0.37979668 0.28977494],[0.16511567 0.10688845 0.27213419 ... 0.31952107 0.50331619 0.34653705],[0.28924803 0.37916388 0.44780247 ... 0.81394589 0.87758631 0.66645965],0.1172278718451313
[0.03857402 0.02499693 0.02531991 ... 0.29644606 0.38406434 0.29155521],[0.05451536 0.02914535 0.0008282  ... 0.35640782 0.38264866 0.29907925],[0.10773339 0.13399005 0.11207011 ... 0.39269791 0.25537194 0.54312591],[0.13717317 0.18622087 0.2636702  ... 0.73892702 0.95694988 0.94413209],0.1178067882287711
[0.07457742 0.1388731  0.13268933 ... 0.3168001  0.38187281 0.28951653],[0.04836856 0.13415382 0.10916255 ... 0.36495558 0.38436339 0.29991478],[0.13209146 0.09652678 0.12614815 ... 0.22103993 0.50758887 0.38403902],[0.48239149 0.49608064 0.62221452 ... 0.73892702 0.7635618  0.79600468],0.1188929187198514
[0.10051854 0.15555562 0.13092886 ... 0.36522523 0.39262539 0.25503868],[0.0093524  0.18550311 0.16827717 ... 0.42204713 0.38634515 0.28227346],[0.09071977 0.13852006 0.19110337 ... 0.28816794 0.23106455 0.37291024],[0.58152116 0.52783035 0.5304978  ... 0.88851564 0.95635803 0.70061643],0.11922413921982976
[0.02811716 0.17173651 0.08445582 ... 0.30844894 0.33403974 0.30044511],[0.03021601 0.06628282 0.01830716 ... 0.38055327 0.3874653  0.29692423],[0.20996359 0.16284469 0.23189511 ... 0.5302364  0.3741611  0.36033332],[0.59107367 0.82418752 0.67912332 ... 0.89747063 0.88068033 0.82676247],0.11941147303475347
[0.02149895 0.0441439  0.02386442 ... 0.36457724 0.33892174 0.2928698 ],[0.0232651  0.03289603 0.03929064 ... 0.36495558 0.38912699 0.28678001],[0.04256829 0.03737932 0.10849626 ... 0.25012055 0.33963485 0.18933984],[0.1463773  0.20137905 0.16539632 ... 1.1743285  0.80140172 0.78897284],0.11879556736929447
[0.07010307 0.14900437 0.15734952 ... 0.34601089 0.34824521 0.26555144],[0.00775471 0.1533831  0.16200863 ... 0.3737779  0.39047027 0.28097931],[0.12798331 0.05051873 0.06476264 ... 0.37563504 0.24662152 0.52122379],[0.49112325 0.46045136 0.47353057 ... 1.03400891 0.8036962  0.83808004],0.12004762310901758
